case:Project,concept:name,time:timestamp
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 08:59:05+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 08:59:12+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-02-22 09:21:05+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 08:39:43+00:00
project 147546,Request Payment,2018-02-28 10:18:13+00:00
project 147546,Payment Handled,2018-03-01 17:31:26+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 09:33:43+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 09:33:47+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-23 15:25:41+00:00
project 147546,Request Payment,2018-02-25 10:33:31+00:00
project 147546,Payment Handled,2018-03-01 17:31:26+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 09:59:23+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 09:59:32+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-22 14:58:33+00:00
project 147572,Request Payment,2018-02-28 10:18:21+00:00
project 147572,Payment Handled,2018-03-01 17:31:26+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 10:07:41+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 10:15:22+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-02-23 08:06:52+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 08:16:51+00:00
project 147546,Request Payment,2018-03-01 06:26:53+00:00
project 147546,Payment Handled,2018-03-05 17:30:58+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 10:23:44+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 10:24:28+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-22 14:59:11+00:00
project 151278,Request Payment,2018-02-28 14:03:08+00:00
project 151278,Payment Handled,2018-03-01 17:31:26+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 10:27:10+00:00
project 503,Request For Payment REJECTED by ADMINISTRATION,2018-02-22 10:27:19+00:00
project 503,Request For Payment REJECTED by EMPLOYEE,2018-02-22 15:02:47+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 15:08:48+00:00
project 503,Request For Payment REJECTED by ADMINISTRATION,2018-02-22 15:09:14+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 16:33:44+00:00
project 503,Request For Payment FOR_APPROVAL by ADMINISTRATION,2018-04-13 10:46:23+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-04-13 10:47:34+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-04-13 10:48:01+00:00
project 503,Request For Payment APPROVED by BUDGET OWNER,2018-04-16 13:47:26+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-22 12:39:26+00:00
project 503,Request Payment,2018-04-26 11:32:28+00:00
project 503,Payment Handled,2018-04-30 17:31:12+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 10:33:56+00:00
project 147546,Request For Payment REJECTED by ADMINISTRATION,2018-02-22 10:37:48+00:00
project 147546,Request For Payment REJECTED by EMPLOYEE,2018-02-28 10:15:05+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-28 10:25:51+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-28 10:26:10+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-02-28 10:45:00+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-01 06:19:51+00:00
project 147546,Request Payment,2018-03-06 14:37:27+00:00
project 147546,Payment Handled,2018-03-08 17:31:00+00:00
project 147860,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 11:29:26+00:00
project 147860,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 11:29:45+00:00
project 147860,Request For Payment APPROVED by BUDGET OWNER,2018-02-23 08:18:48+00:00
project 147860,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-02 05:15:23+00:00
project 147860,Request Payment,2018-03-06 08:44:57+00:00
project 147860,Payment Handled,2018-03-08 17:31:00+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 11:40:53+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 11:44:04+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-28 10:53:02+00:00
project 147546,Request Payment,2018-03-01 11:03:57+00:00
project 147546,Payment Handled,2018-03-05 17:30:58+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 11:59:13+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 11:59:36+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-23 09:31:26+00:00
project 503,Request Payment,2018-02-28 18:06:33+00:00
project 503,Payment Handled,2018-03-05 17:30:58+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 14:33:41+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 14:34:27+00:00
project 147582,Request For Payment APPROVED by BUDGET OWNER,2018-02-23 08:20:47+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-23 11:16:59+00:00
project 147582,Request Payment,2018-03-06 14:37:43+00:00
project 147582,Payment Handled,2018-03-08 17:31:00+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 14:39:11+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 14:39:18+00:00
project 147582,Request For Payment REJECTED by SUPERVISOR,2018-02-22 15:04:32+00:00
project 147582,Request For Payment REJECTED by EMPLOYEE,2018-02-22 17:25:35+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-02-26 10:22:13+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-02-26 10:22:25+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 11:43:46+00:00
project 147582,Request Payment,2018-03-06 13:12:43+00:00
project 147582,Payment Handled,2018-03-08 17:31:00+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 14:40:51+00:00
project 147531,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 14:41:08+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-22 17:01:09+00:00
project 147531,Request Payment,2018-02-23 12:27:32+00:00
project 147531,Payment Handled,2018-02-26 17:31:27+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 14:52:00+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 17:23:21+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 11:27:33+00:00
project 147546,Request Payment,2018-02-27 10:31:35+00:00
project 147546,Payment Handled,2018-03-01 17:31:26+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 15:55:54+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 15:56:05+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 09:08:44+00:00
project 147572,Request Payment,2018-02-27 17:54:51+00:00
project 147572,Payment Handled,2018-03-01 17:31:26+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 16:11:54+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 16:12:16+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-02-23 10:07:06+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 10:29:33+00:00
project 147546,Request Payment,2018-02-27 19:05:01+00:00
project 147546,Payment Handled,2018-03-01 17:31:26+00:00
project 153345,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 16:18:22+00:00
project 153345,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 16:18:25+00:00
project 153345,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-05 15:16:02+00:00
project 153345,Request Payment,2018-03-06 09:43:22+00:00
project 153345,Payment Handled,2018-03-08 17:31:00+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 18:26:47+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 18:27:46+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 11:31:45+00:00
project 503,Request Payment,2018-02-26 21:54:23+00:00
project 503,Payment Handled,2018-03-01 17:31:26+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 18:30:41+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 18:30:52+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 11:41:47+00:00
project 147843,Request Payment,2018-02-26 21:54:13+00:00
project 147843,Payment Handled,2018-03-01 17:31:26+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 09:47:53+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 09:47:55+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-05 14:32:34+00:00
project 147556,Request Payment,2018-03-13 08:08:40+00:00
project 147556,Payment Handled,2018-03-15 17:31:16+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 10:31:56+00:00
project 147556,Request For Payment REJECTED by ADMINISTRATION,2018-02-26 08:53:23+00:00
project 147556,Request For Payment REJECTED by EMPLOYEE,2018-02-28 15:25:59+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-02-28 15:37:09+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-02-28 15:37:23+00:00
project 147556,Request For Payment APPROVED by BUDGET OWNER,2018-02-28 16:32:21+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-01 08:27:16+00:00
project 147556,Request Payment,2018-03-02 12:13:54+00:00
project 147556,Payment Handled,2018-03-05 17:30:58+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 10:38:40+00:00
project 147551,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 10:38:56+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-23 15:13:31+00:00
project 147551,Request Payment,2018-02-23 15:55:27+00:00
project 147551,Payment Handled,2018-02-26 17:31:27+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 10:48:33+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 10:48:45+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-02-23 11:32:14+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 11:15:35+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 11:16:23+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 11:40:57+00:00
project 503,Request Payment,2018-02-28 11:09:19+00:00
project 503,Payment Handled,2018-03-01 17:31:26+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 11:28:41+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 11:28:48+00:00
project 147843,Request For Payment REJECTED by SUPERVISOR,2018-02-26 17:10:15+00:00
project 147843,Request For Payment REJECTED by EMPLOYEE,2018-02-27 08:20:00+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-02-27 18:18:34+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-02-27 18:18:47+00:00
project 147843,Request For Payment APPROVED by BUDGET OWNER,2018-03-28 10:08:55+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-28 15:52:41+00:00
project 147843,Request Payment,2018-03-28 18:54:17+00:00
project 147843,Payment Handled,2018-04-05 17:30:53+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 11:29:28+00:00
project 147572,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 11:29:32+00:00
project 147572,Request For Payment REJECTED by EMPLOYEE,2018-02-27 14:25:53+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-02-27 14:39:16+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-02-27 14:39:19+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 14:43:25+00:00
project 147572,Request Payment,2018-03-01 08:40:37+00:00
project 147572,Payment Handled,2018-03-05 17:30:58+00:00
project 152803,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 11:45:25+00:00
project 152803,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 11:46:16+00:00
project 152803,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 09:11:12+00:00
project 152803,Request Payment,2018-03-01 08:51:16+00:00
project 152803,Payment Handled,2018-03-05 17:30:58+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 12:13:16+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 12:13:26+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 09:33:44+00:00
project 147620,Request Payment,2018-02-27 13:55:43+00:00
project 147620,Payment Handled,2018-03-01 17:31:26+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 12:55:42+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 12:58:34+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 11:38:38+00:00
project 147582,Request Payment,2018-02-28 11:09:17+00:00
project 147582,Payment Handled,2018-03-01 17:31:26+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 12:58:07+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 12:58:11+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-03-05 14:18:27+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 13:35:22+00:00
project 151278,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 13:38:52+00:00
project 151278,Request For Payment REJECTED by EMPLOYEE,2018-02-26 13:58:42+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-02-26 14:06:57+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-02-26 14:07:02+00:00
project 151278,Request For Payment APPROVED by BUDGET OWNER,2018-02-27 10:10:41+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-01 14:51:59+00:00
project 151278,Request Payment,2018-03-01 17:08:35+00:00
project 151278,Payment Handled,2018-03-05 17:30:58+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 13:40:52+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 13:40:58+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-05 14:19:03+00:00
project 147556,Request Payment,2018-03-05 14:37:49+00:00
project 147556,Payment Handled,2018-03-08 17:31:00+00:00
project 152786,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 14:28:39+00:00
project 152786,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 14:32:45+00:00
project 152786,Request For Payment APPROVED by BUDGET OWNER,2018-02-26 11:19:12+00:00
project 152786,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-05 05:15:25+00:00
project 152786,Request Payment,2018-03-06 10:15:26+00:00
project 152786,Payment Handled,2018-03-08 17:31:00+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 15:24:48+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 15:25:16+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-03-05 14:04:13+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 15:31:42+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 15:32:00+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-05 15:28:28+00:00
project 147546,Request Payment,2018-03-13 08:08:38+00:00
project 147546,Payment Handled,2018-03-15 17:31:16+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 16:17:06+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 16:17:14+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 10:25:21+00:00
project 503,Request Payment,2018-02-28 18:08:20+00:00
project 503,Payment Handled,2018-03-05 17:30:58+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 16:20:00+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 16:20:05+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 10:29:38+00:00
project 147546,Request Payment,2018-02-28 18:08:18+00:00
project 147546,Payment Handled,2018-03-05 17:30:58+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 16:49:52+00:00
project 147531,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 16:49:55+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-07 08:39:09+00:00
project 147531,Request Payment,2018-03-07 08:42:19+00:00
project 147531,Payment Handled,2018-03-08 17:31:00+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 18:09:37+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 18:10:07+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 15:28:02+00:00
project 503,Request Payment,2018-02-27 19:02:07+00:00
project 503,Payment Handled,2018-03-01 17:31:26+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 19:56:15+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 19:56:18+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 15:30:29+00:00
project 503,Request Payment,2018-02-27 08:31:03+00:00
project 503,Payment Handled,2018-03-01 17:31:26+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-24 09:39:30+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-02-24 09:55:38+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-26 15:24:25+00:00
project 147546,Request Payment,2018-03-06 12:07:57+00:00
project 147546,Payment Handled,2018-03-08 17:31:00+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-02-24 14:49:14+00:00
